state,date,new_cases,new_deaths,total_cases,new_deaths,people_vaccinated_per_hundred
AR,2020-07-03,547,2,22622,2,
OK,2021-06-30,329,3,458180,3,44.8
NYC,2020-10-25,775,5,263321,5,
KS,2020-06-11,0,0,10812,0,
FL,2021-06-04,2181,54,2292310,54,49.7
AK,2021-05-26,65,0,67317,0,45.5
AS,2021-09-15,0,0,0,0,58.2
WV,2020-07-30,96,3,6422,3,
MA,2022-03-21,1783,12,1687720,12,95.0
AS,2020-10-15,0,0,0,0,
OK,2021-04-23,211,3,447619,3,37.6
AR,2021-12-31,3957,17,566486,17,62.7
PR,2020-12-30,750,10,79053,10,0.0
UT,2020-12-10,3401,21,225946,21,
AR,2021-11-13,590,2,519453,2,59.0
TX,2021-01-29,19076,275,2330028,275,0.0
FL,2022-02-17,5297,149,5774686,149,77.8
PW,2020-09-18,0,0,0,0,
OK,2020-05-21,86,2,6515,2,
CO,2020-05-08,465,16,19175,16,
TX,2021-05-11,3966,36,2909829,36,39.9
HI,2020-10-13,61,4,13538,4,
UT,2020-02-01,0,0,0,0,
FL,2020-02-15,0,0,0,0,
OK,2021-05-07,166,2,450510,2,39.2
AR,2021-03-10,317,25,325700,25,17.0
PR,2022-02-03,1533,17,462543,17,93.5
UT,2020-03-02,0,0,0,0,
MP,2020-10-05,0,0,73,0,
OK,2022-02-18,1101,0,1014388,0,69.8
UT,2022-01-09,0,0,682036,0,67.9
CO,2021-07-08,496,3,567435,3,58.5
CO,2020-05-20,291,42,23328,42,
OK,2021-12-06,975,0,673202,0,63.6
CO,2021-08-04,1214,6,585105,6,60.6
OK,2021-02-07,899,31,420050,31,0.0
TX,2021-06-29,2324,12,2986847,12,48.1
WV,2021-05-20,301,2,159450,2,38.7
TX,2022-01-12,75817,136,5223323,136,67.9
MA,2020-03-13,1,0,109,0,
MA,2021-03-02,301,31,582844,31,18.5
WV,2020-06-06,17,0,2136,0,
AS,2022-03-07,94,0,290,0,91.5
AK,2021-02-16,60,0,54818,0,17.7
PR,2020-01-30,0,0,0,0,
MA,2020-10-26,1212,26,151777,26,
AR,2020-04-08,78,0,1071,0,
AR,2020-08-30,478,12,60856,12,
CO,2020-08-22,310,8,56322,8,
MP,2022-01-27,128,0,4692,0,85.8
AR,2022-02-22,869,13,816168,13,65.6
FL,2021-03-22,5327,58,1974564,58,23.8
UT,2021-06-01,112,0,406282,0,45.3
MP,2020-10-27,4,0,92,0,
NYC,2021-08-23,1612,12,1020456,12,
MA,2020-02-07,0,0,1,0,
WV,2021-10-30,887,0,271871,0,49.0
AS,2020-06-03,0,0,0,0,
AR,2022-03-08,394,36,823926,36,65.9
KS,2021-01-28,0,0,272517,0,0.0
AK,2020-02-09,0,0,0,0,
OK,2021-02-11,841,26,424271,26,0.0
PW,2022-01-02,4,0,16,0,
TX,2021-01-07,24578,343,1891741,343,0.0
PR,2022-02-18,377,9,470669,9,94.8
FL,2021-06-25,2162,28,2327083,28,53.0
AK,2021-09-03,570,0,86598,0,54.6
KS,2021-01-19,0,0,259822,0,0.0
FL,2020-11-19,8866,63,902871,63,
FL,2022-02-13,4175,138,5750572,138,77.6
CO,2020-11-06,3950,23,130341,23,
PR,2020-02-02,0,0,0,0,
PW,2020-10-02,0,0,0,0,
KS,2020-05-04,215,2,5245,2,
MA,2021-10-14,1789,14,831662,14,78.6
KS,2020-12-27,0,0,209689,0,0.0
AS,2020-03-02,0,0,0,0,
PW,2020-04-06,0,0,0,0,
AR,2020-12-12,2628,36,184252,36,
HI,2021-07-02,73,0,36508,0,70.0
HI,2021-08-13,1149,1,47612,1,72.5
NYC,2021-08-14,1953,9,1003176,9,
TX,2020-05-11,1000,34,39869,34,
AS,2021-09-28,0,0,1,0,61.2
UT,2021-07-25,567,2,428119,2,51.3
AK,2021-07-29,264,0,72021,0,51.3
KS,2020-09-02,1328,12,43940,12,
AK,2021-07-28,236,2,71757,2,51.2
TX,2020-08-19,7024,154,557256,154,
CO,2020-08-16,357,0,54474,0,
PR,2020-06-04,23,2,1402,2,
OK,2022-02-09,0,0,1000480,0,69.5
HI,2022-03-30,1090,6,234659,6,87.0
MA,2020-11-01,1131,20,159707,20,
KS,2020-05-17,0,0,7886,0,
FL,2022-03-07,1576,57,5820093,57,78.2
PR,2020-12-12,525,2,65221,2,
MP,2020-05-03,0,0,14,0,
WV,2020-11-30,845,6,47842,6,
UT,2021-12-29,3303,7,633429,7,67.3
KS,2020-08-02,0,0,27812,0,
WV,2020-04-07,67,0,412,0,
AR,2021-05-24,49,3,340186,3,38.7
WV,2020-06-20,32,0,2500,0,
GA,2021-06-10,458,45,1127658,45,41.3
PW,2020-06-01,0,0,0,0,
HI,2022-02-28,361,4,230458,4,86.3
WV,2020-05-28,36,0,1935,0,
AK,2021-11-15,1069,2,140904,2,61.1
PW,2022-03-09,0,0,3888,0,94.2
AR,2022-01-20,11160,8,713643,8,64.6
FL,2021-10-09,2894,113,3623691,113,67.6
AR,2021-06-14,103,2,344067,2,40.7
TX,2021-03-19,3574,62,2739385,62,20.9
WV,2021-09-13,1417,31,211706,31,47.5
CO,2021-11-30,2559,42,838705,42,71.5
PR,2021-10-23,134,0,183755,0,81.7
WV,2022-02-07,1273,31,464630,31,63.7
WV,2021-02-27,346,6,131580,6,17.6
NYC,2021-06-16,235,1,953281,1,
UT,2020-02-09,0,0,0,0,
UT,2020-04-12,132,0,2338,0,
CO,2020-06-27,288,1,32786,1,
MP,2021-06-12,0,0,183,0,48.3
WV,2021-09-09,1744,20,203404,20,47.4
UT,2021-03-06,570,5,374438,5,15.0
TX,2021-12-27,17331,170,4516356,170,66.5
KS,2021-07-06,213,1,319367,1,49.5
HI,2022-01-13,3351,4,152811,4,83.7
KS,2022-03-17,0,0,769046,0,73.8
KS,2021-10-12,1060,0,420401,0,60.8
AS,2022-01-16,0,0,11,0,88.2
MP,2020-12-28,0,0,122,0,0.0
NYC,2022-02-12,0,0,2261612,0,
FL,2021-05-29,1478,41,2281930,41,48.8
WV,2020-06-29,38,0,2870,0,
KS,2021-11-27,825,0,463638,0,65.7
MA,2021-07-05,72,1,710354,1,70.8
WV,2021-11-14,670,0,283075,0,49.3
MA,2021-12-27,13791,25,1069310,25,90.3
MP,2020-11-09,0,0,98,0,
HI,2020-06-15,3,0,727,0,
UT,2020-05-17,139,1,7305,1,
GA,2021-05-18,767,26,1116775,26,37.7
WV,2021-01-01,2486,23,87820,23,0.0
KS,2020-11-20,5939,84,134533,84,
AK,2022-01-09,0,0,159436,0,65.5
CO,2020-04-02,404,17,3741,17,
KS,2021-11-03,2263,26,438196,26,62.8
PW,2022-01-26,0,0,901,0,
AS,2020-11-28,0,0,3,0,
AS,2021-08-02,0,0,0,0,52.1
MP,2021-10-07,1,0,273,0,63.1
HI,2020-12-13,77,3,18938,3,
TX,2021-02-15,3889,160,2563949,160,0.0
MP,2021-08-06,0,0,198,0,58.1
UT,2020-05-04,145,6,5406,6,
MP,2021-07-16,0,0,187,0,54.0
PR,2021-09-29,171,3,180856,3,79.2
PW,2021-05-15,0,0,0,0,
NYC,2022-01-03,36491,52,1708667,52,
GA,2022-02-01,10226,77,2378278,77,63.7
TX,2021-08-08,5740,28,3225082,28,53.2
FL,2021-04-07,7783,51,2062758,51,31.2
PW,2020-03-14,0,0,0,0,
MA,2020-02-04,0,0,1,0,
AR,2020-12-03,2789,33,164310,33,
MP,2020-07-09,0,0,31,0,
WV,2020-02-01,0,0,0,0,
AR,2021-04-24,184,1,334642,1,34.7
WV,2021-03-14,319,11,135468,11,23.3
PW,2021-03-12,0,0,0,0,
PW,2021-09-16,0,0,7,0,
CO,2020-02-23,0,0,0,0,
TX,2020-05-30,1332,32,62338,32,
HI,2021-11-16,58,0,83137,0,80.6
TX,2021-11-07,1140,53,4244349,53,61.8
MP,2021-01-16,0,0,128,0,0.0
NYC,2021-11-13,0,0,1135743,0,
AS,2020-06-14,0,0,0,0,
CO,2021-08-07,1129,6,588534,6,61.0
PW,2020-04-12,0,0,0,0,
PW,2021-12-03,0,0,10,0,
FL,2022-02-21,3676,114,5789899,114,77.9
GA,2021-08-26,10823,92,1358842,92,50.5
FL,2021-06-10,2036,29,2302218,29,50.8
AR,2021-02-28,3220,-174,322415,-174,13.9
GA,2020-06-02,578,28,47079,28,
PW,2021-08-08,0,0,2,0,
HI,2020-10-26,35,0,14653,0,
OK,2021-01-05,5543,58,342671,58,0.0
AR,2020-10-20,844,14,100441,14,
WV,2022-01-14,5061,13,377735,13,62.7
AS,2021-01-10,0,0,3,0,0.0
PR,2020-07-24,251,10,5765,10,
UT,2021-06-09,360,2,408428,2,46.0
PW,2022-02-23,29,0,3696,0,93.9
KS,2022-02-18,1483,17,762081,17,73.2
AK,2021-06-25,20,0,68218,0,48.1
AK,2021-09-27,1289,6,106976,6,57.1
WV,2020-02-29,0,0,0,0,
PW,2021-09-06,0,0,4,0,
HI,2021-12-29,1554,3,102925,3,87.8
MP,2020-07-29,0,0,40,0,
AS,2020-06-06,0,0,0,0,
WV,2021-04-18,370,5,148887,5,34.5
HI,2021-07-12,56,0,37081,0,70.4
PW,2020-09-26,0,0,0,0,
GA,2021-09-17,5592,117,1525114,117,53.8
AR,2021-11-16,814,13,520725,13,59.3
HI,2020-05-19,1,0,631,0,
MA,2021-01-15,5525,67,459927,67,0.0
GA,2020-12-02,5734,52,482139,52,
MA,2021-02-26,1987,42,577980,42,16.9
AK,2020-11-05,327,0,17263,0,
CO,2021-09-10,2366,20,641851,20,64.2
AS,2022-03-20,209,0,1397,0,93.6
FL,2022-03-28,1487,1,5846238,1,78.6
MP,2020-05-20,0,0,21,0,
GA,2020-06-22,1271,5,65944,5,
AK,2020-11-08,507,5,18888,5,
KS,2021-05-07,234,17,310582,17,43.5
MA,2020-06-20,223,16,102228,16,
KS,2020-12-08,0,0,174025,0,
UT,2020-07-13,545,4,30722,4,
MP,2020-08-31,0,0,56,0,
GA,2021-06-19,321,19,1130725,19,42.0
CO,2021-09-25,2049,0,670917,0,65.3
AR,2021-12-21,955,15,545037,15,62.1
KS,2020-11-18,5853,60,128594,60,
PR,2021-06-30,68,0,141323,0,58.8
UT,2021-08-03,728,5,435439,5,52.1
AK,2020-12-13,641,3,40198,3,
UT,2021-04-25,281,2,395431,2,38.0
NYC,2020-04-17,3980,558,138230,558,
MA,2021-05-14,429,20,700337,20,61.5
FL,2021-10-11,2733,107,3628331,107,67.8
CO,2020-09-29,554,2,72156,2,
KS,2021-05-17,124,2,312073,2,44.7
AR,2022-02-11,1947,40,804145,40,65.3
OK,2021-04-05,160,4,443444,4,33.2
AS,2020-05-09,0,0,0,0,
MA,2021-08-29,1432,3,756659,3,75.2
MP,2021-01-18,1,0,129,0,0.0
AK,2021-06-30,40,3,68379,3,49.0
MA,2020-10-28,1181,20,154218,20,
UT,2020-06-07,178,0,12117,0,
PR,2022-02-04,0,0,462543,0,93.6
AR,2020-04-16,52,4,1635,4,
TX,2020-01-31,0,0,0,0,
UT,2021-08-09,674,3,440497,3,53.1
PW,2020-02-27,0,0,0,0,
OK,2020-02-11,0,0,1,0,
HI,2021-12-10,157,5,85833,5,83.3
PR,2021-09-07,361,23,174772,23,75.7
AS,2020-12-19,0,0,3,0,0.0
OK,2021-05-04,222,5,449914,5,38.9
HI,2020-08-17,134,0,5322,0,
AR,2021-08-21,2520,31,434027,31,51.7
WV,2020-08-15,183,3,8457,3,
MP,2020-12-29,0,0,122,0,0.0
WV,2020-01-31,0,0,0,0,
NYC,2022-01-19,12688,106,2161429,106,
WV,2021-12-31,0,0,328162,0,62.0
MP,2021-10-25,0,0,291,0,63.6
PW,2020-12-20,0,0,0,0,
NYC,2022-03-03,702,20,2280648,20,
PW,2021-05-17,0,0,0,0,
KS,2020-09-04,1280,23,45220,23,
MP,2020-07-15,3,0,36,0,
PW,2021-09-15,2,0,7,0,
AK,2020-05-20,3,0,404,0,
PW,2022-02-20,100,1,3563,1,93.7
PR,2020-04-16,54,0,600,0,
AS,2022-02-08,0,0,18,0,89.4
OK,2021-07-01,303,2,458483,2,44.9
AS,2020-11-27,0,0,3,0,
GA,2020-08-24,2441,24,264540,24,
FL,2021-01-15,11900,206,1525607,206,0.0
AK,2021-09-15,1066,2,94105,2,56.1
AS,2021-11-01,0,0,4,0,63.3
FL,2021-04-27,5185,43,2179369,43,40.8
AR,2020-11-11,1962,14,126197,14,
TX,2021-07-16,4239,25,3023502,25,49.5
OK,2020-05-10,55,3,5355,3,
AK,2020-10-23,248,2,12169,2,
WV,2021-03-01,193,0,132048,0,17.8
AR,2020-04-22,19,-1,2281,-1,
HI,2021-05-24,34,0,34688,0,65.0
MA,2021-11-11,0,0,869293,0,81.9
PR,2021-04-27,274,5,131733,5,35.4
WV,2021-03-10,302,4,134158,4,20.7
AR,2020-06-03,249,6,8067,6,
CO,2021-05-08,1443,3,532372,3,48.4
FL,2020-08-24,2698,116,590697,116,
AK,2022-02-03,0,0,213606,0,67.9
KS,2021-10-14,910,0,422372,0,61.0
AR,2021-11-14,307,5,519760,5,59.2
PW,2020-06-19,0,0,0,0,
OK,2021-11-25,751,0,663916,0,62.3
OK,2021-03-02,484,12,433922,12,17.9
NYC,2021-06-05,184,14,950624,14,
AK,2020-05-28,13,0,427,0,
MA,2021-08-07,883,1,727278,1,73.3
NYC,2020-09-13,344,6,240560,6,
CO,2021-07-25,567,4,576430,4,59.7
PW,2020-06-06,0,0,0,0,
KS,2020-06-23,0,0,12465,0,
OK,2020-10-11,979,28,107408,28,
AR,2020-11-12,1809,18,128006,18,
NYC,2020-07-20,236,11,225264,11,
NYC,2021-07-17,593,4,962468,4,
PW,2021-01-28,0,0,0,0,
MP,2020-04-09,3,0,11,0,
OK,2021-02-15,351,20,427000,20,12.2
NYC,2021-02-23,2868,61,709241,61,
MA,2021-10-23,0,0,842652,0,79.4
MP,2021-09-10,0,0,250,0,62.0
PR,2020-02-01,0,0,0,0,
AS,2022-01-15,0,0,11,0,88.2
AR,2020-06-05,226,1,8651,1,
MP,2020-11-06,2,0,98,0,
AK,2022-02-27,0,0,230848,0,68.5
HI,2021-08-03,369,1,41815,1,71.6
CO,2020-09-17,506,4,64910,4,
MP,2020-02-12,0,0,0,0,
MP,2021-03-05,0,0,144,0,20.4
TX,2020-06-02,1688,28,66568,28,
NYC,2021-06-04,268,11,950440,11,
NYC,2020-03-19,2455,11,7556,11,
AS,2022-02-21,0,0,57,0,89.8
HI,2020-06-25,16,0,849,0,
NYC,2020-01-28,0,0,0,0,
WV,2020-06-15,32,0,2322,0,
FL,2021-12-17,10087,27,3780609,27,73.4
TX,2020-08-05,8706,215,459887,215,
KS,2021-03-30,0,0,301862,0,29.5
GA,2022-03-06,0,0,2470384,0,64.5
PR,2021-01-18,146,3,89821,3,0.0
PW,2021-10-27,0,0,10,0,
CO,2021-06-25,370,1,562593,1,57.4
PW,2020-11-24,0,0,0,0,
GA,2020-07-29,3567,79,182243,79,
NYC,2020-08-22,248,6,234400,6,
OK,2022-03-20,0,0,1030615,0,70.3
WV,2020-01-30,0,0,0,0,
NYC,2021-01-07,7495,71,479975,71,
CO,2020-04-09,552,33,6278,33,
PW,2020-04-23,0,0,0,0,
AS,2021-09-20,1,0,1,0,58.6
NYC,2020-07-31,312,5,228542,5,
CO,2021-08-02,632,5,583096,5,60.5
WV,2021-12-29,1976,17,325514,17,61.8
MA,2020-04-14,1296,131,28163,131,
KS,2021-05-20,202,0,312793,0,45.1
WV,2021-08-23,830,4,180019,4,46.8
OK,2020-05-25,43,7,6792,7,
AR,2021-01-30,1824,7,294387,7,0.0
KS,2022-01-03,14855,43,534399,43,69.4
HI,2020-11-30,81,0,17708,0,
PW,2020-04-08,0,0,0,0,
MA,2021-10-12,1160,10,828110,10,78.4
GA,2021-08-03,3832,25,1194768,25,46.3
WV,2021-05-06,385,6,155341,6,36.2
PW,2021-07-05,0,0,2,0,
TX,2021-04-04,1714,36,2793524,36,27.9
PW,2021-02-20,0,0,0,0,
PW,2021-12-08,0,0,10,0,
MA,2020-07-08,162,28,104961,28,
GA,2020-08-01,3732,73,194466,73,
UT,2020-07-02,535,8,23921,8,
NYC,2020-05-06,1584,192,184008,192,
UT,2021-03-02,487,9,371979,9,12.7
AS,2021-09-22,0,0,1,0,59.1
MA,2021-05-17,299,19,702338,19,62.6
AR,2020-10-27,952,24,107679,24,
TX,2021-11-15,1375,9,4268082,9,62.3
PW,2020-06-14,0,0,0,0,
OK,2022-01-05,6280,0,731155,0,66.5
UT,2022-03-25,131,21,927296,21,71.6
WV,2020-06-18,42,0,2418,0,
FL,2020-09-16,3251,76,657892,76,
MP,2021-12-11,260,0,1774,0,80.6
AR,2021-06-09,201,2,342927,2,40.3
GA,2021-04-19,889,26,1085161,26,32.7
AS,2020-11-14,0,0,3,0,
AS,2020-06-27,0,0,0,0,
MP,2022-02-09,221,0,6784,0,86.4
CO,2020-02-10,0,0,0,0,
PR,2020-07-20,88,1,4728,1,
MA,2021-06-05,217,4,707940,4,67.2
PR,2020-07-22,270,3,5239,3,
GA,2021-10-12,1758,52,1609681,52,55.6
KS,2021-10-04,607,1,413119,1,60.3
CO,2021-04-17,1574,2,498922,2,41.4
OK,2021-08-09,1670,12,501353,12,49.3
MA,2021-09-10,1873,18,777022,18,76.1
TX,2021-07-27,8500,37,3075316,37,50.9
OK,2022-01-01,0,0,708938,0,66.2
MP,2020-09-08,1,0,59,0,
MA,2020-05-08,1612,116,75333,116,
PR,2020-06-02,9,0,1342,0,
NYC,2021-04-19,1721,37,911063,37,
MA,2020-02-03,0,0,1,0,
PR,2021-12-23,0,0,208028,0,88.3
GA,2020-05-29,626,-2,44145,-2,
OK,2020-10-09,1365,14,105114,14,
CO,2021-10-24,2173,0,733142,0,67.2
OK,2020-01-23,0,0,0,0,
FL,2021-03-24,5851,61,1985624,61,24.5
OK,2021-09-07,1300,23,572223,23,54.2
AR,2020-06-06,450,2,9101,2,
MP,2020-11-18,0,0,103,0,
GA,2020-01-25,0,0,0,0,
UT,2020-06-05,237,1,11252,1,
AS,2022-02-14,0,0,57,0,89.6
OK,2021-07-22,1194,5,471176,5,46.6
NYC,2020-07-08,458,10,220585,10,
AS,2020-11-04,0,0,0,0,
MA,2021-09-13,1695,7,782107,7,76.3
AR,2020-07-25,732,5,37981,5,
PW,2021-01-05,0,0,0,0,
PW,2021-11-27,0,0,10,0,
TX,2021-06-26,1845,14,2984022,14,47.8
PR,2020-02-11,0,0,0,0,
FL,2021-01-09,12247,171,1443844,171,0.0
WV,2022-03-11,469,6,494875,6,64.4
NYC,2020-06-10,473,46,211131,46,
UT,2021-06-18,288,2,411034,2,47.3
FL,2021-07-11,4545,37,2379842,37,54.8
AK,2020-02-11,0,0,0,0,
FL,2020-10-18,1745,52,739382,52,
PR,2020-06-18,11,0,1646,0,
UT,2021-06-06,223,0,407642,0,45.7
PW,2021-02-01,0,0,0,0,
KS,2020-07-25,0,0,25109,0,
AK,2021-09-26,1287,6,105687,6,56.8
WV,2021-06-16,90,5,163311,5,42.2
KS,2021-04-09,469,6,304236,6,36.0
NYC,2021-09-27,1477,18,1081308,18,
NYC,2020-08-16,298,4,232863,4,
HI,2022-02-06,898,4,221173,4,85.4
FL,2022-03-15,1261,30,5829745,30,78.4
FL,2021-07-04,1792,34,2348596,34,54.2
AS,2021-09-09,0,0,0,0,57.4
AS,2020-09-09,0,0,0,0,
OK,2020-12-11,3425,54,256741,54,
HI,2020-12-15,52,0,19177,0,0.0
AR,2022-02-12,1931,48,806076,48,65.4
TX,2021-02-26,7961,155,2629116,155,11.7
AS,2021-03-26,-4,0,0,0,31.5
PW,2021-10-25,0,0,10,0,
PW,2020-11-04,0,0,0,0,
HI,2020-11-15,0,0,16379,0,
HI,2020-05-05,1,0,615,0,
PR,2020-09-22,766,8,22367,8,
AR,2021-02-19,268,13,314713,13,12.0
CO,2021-05-21,788,19,545597,19,51.4
TX,2020-08-18,7282,147,550232,147,
PR,2020-08-14,176,14,12093,14,
PR,2021-07-13,118,3,142306,3,66.5
WV,2020-08-17,68,0,8632,0,
MP,2021-03-20,0,0,157,0,24.7
FL,2022-02-07,19224,162,5699491,162,77.5
NYC,2020-12-03,4129,22,332583,22,
MA,2020-10-06,495,6,135957,6,
GA,2021-12-28,13018,51,1772897,51,61.0
AR,2020-09-30,942,19,83697,19,
HI,2021-04-12,68,0,31113,0,36.7
MP,2021-01-26,0,0,132,0,0.0
TX,2020-05-06,1053,32,34422,32,
MA,2021-01-12,5487,69,442529,69,0.0
OK,2021-06-12,187,24,454785,24,42.3
HI,2020-08-21,280,0,6328,0,
AR,2021-04-22,513,5,334222,5,34.2
WV,2022-02-24,1240,38,487446,38,64.1
GA,2021-10-09,1752,47,1604419,47,55.6
NYC,2021-08-02,1590,11,980129,11,
MP,2021-11-27,43,0,692,0,74.2
AS,2020-03-26,0,0,0,0,
HI,2020-05-25,0,0,636,0,
GA,2020-12-25,6054,49,624630,49,0.0
AK,2020-11-26,636,4,29292,4,
FL,2020-02-23,0,0,0,0,
HI,2020-07-15,19,0,1286,0,
AR,2021-01-25,636,44,284702,44,0.0
UT,2020-05-13,127,0,6675,0,
CO,2020-08-18,271,3,54921,3,
PR,2020-08-08,390,0,10150,0,
KS,2021-10-02,605,1,411907,1,60.0
GA,2020-03-21,86,6,701,6,
KS,2020-04-25,279,6,3056,6,
GA,2021-01-12,9193,187,773692,187,0.0
MA,2021-08-10,1334,14,730381,14,73.5
FL,2021-04-22,4924,60,2153243,60,39.2
KS,2021-09-10,2151,73,387152,73,58.3
CO,2021-03-14,1105,2,453903,2,20.8
CO,2022-01-28,8271,56,1267897,56,77.3
TX,2020-06-26,5707,72,137624,72,
UT,2021-04-04,344,60,387341,60,28.1
AK,2020-11-10,551,0,19898,0,
AS,2021-08-12,0,0,0,0,52.9
PR,2021-12-31,0,0,272290,0,89.1
GA,2020-03-04,2,0,7,0,
NYC,2020-03-08,8,0,18,0,
MA,2021-10-17,996,3,835303,3,78.8
AK,2021-08-01,234,0,72753,0,51.5
UT,2021-01-18,1082,7,324919,7,0.0
PW,2021-05-01,0,0,0,0,
FL,2020-07-18,12231,178,341514,178,
AK,2021-08-18,633,4,78407,4,52.9
KS,2021-07-20,770,0,324957,0,50.4
MP,2022-02-06,211,0,6102,0,86.2
GA,2021-04-08,1490,69,1069689,69,28.1
MA,2021-09-02,1767,15,763673,15,75.5
UT,2021-06-17,369,0,410746,0,47.3
PW,2020-07-20,0,0,0,0,
MA,2021-05-20,605,8,703897,8,63.5
NYC,2020-08-21,296,1,234152,1,
OK,2020-12-02,4045,56,228879,56,
KS,2020-12-30,6371,193,222433,193,0.0
FL,2021-06-28,2343,27,2332770,27,53.4
KS,2021-03-10,778,35,297229,35,18.3
UT,2020-09-20,817,1,64355,1,
UT,2020-09-18,836,0,62467,0,
KS,2021-05-09,114,0,310810,0,43.8
UT,2021-09-24,1672,9,500698,9,58.6
WV,2021-02-28,275,3,131855,3,17.7
MP,2021-11-19,23,0,431,0,74.2
AR,2020-01-23,0,0,0,0,
UT,2021-09-05,1164,6,471757,6,56.9
FL,2021-05-30,1316,34,2283246,34,49.0
PR,2020-09-16,518,14,20167,14,
HI,2020-09-27,90,0,12167,0,
KS,2020-07-27,1063,9,26172,9,
AK,2020-03-03,0,0,0,0,
MP,2020-05-23,0,0,22,0,
NYC,2021-05-02,1276,41,932301,41,
FL,2021-04-06,5860,39,2054975,39,30.8
NYC,2020-07-23,355,6,226253,6,
AS,2020-12-28,0,0,3,0,0.0
PR,2021-12-18,1755,5,193120,5,87.7
AK,2021-02-24,177,0,55800,0,21.4
KS,2022-03-09,552,15,768422,15,73.7
HI,2021-05-16,116,1,34180,1,60.9
AS,2020-03-16,0,0,0,0,
AR,2020-07-21,738,11,34665,11,
HI,2020-03-30,22,0,252,0,
KS,2020-02-27,0,0,0,0,
OK,2020-08-18,826,11,53962,11,
MP,2020-12-11,0,0,113,0,
PR,2020-06-07,4,0,1434,0,
FL,2020-03-13,20,0,51,0,
AR,2020-12-10,2202,34,178854,34,
WV,2020-09-02,135,8,10642,8,
PR,2020-10-10,249,0,28011,0,
KS,2022-01-09,0,0,566062,0,70.2
UT,2020-02-28,0,0,0,0,
AK,2022-03-16,470,1,236471,1,69.0
TX,2020-04-02,669,21,4665,21,
MA,2020-12-25,0,67,341925,67,0.0
FL,2021-06-12,1374,28,2305209,28,51.0
AR,2020-06-21,419,1,15561,1,
CO,2021-07-12,266,0,569053,0,58.8
AS,2021-11-14,0,0,4,0,74.7
HI,2020-07-12,20,0,1217,0,
AS,2021-12-18,1,0,11,0,83.8
HI,2020-03-01,0,0,0,0,
UT,2021-08-26,1491,10,458589,10,56.0
HI,2020-11-08,127,1,15834,1,
AK,2021-07-26,179,0,71286,0,51.1
UT,2020-02-22,0,0,0,0,
MA,2021-04-23,1621,8,680007,8,51.5
AK,2021-08-31,606,4,84597,4,54.2
MP,2020-03-24,0,0,0,0,
PW,2020-02-26,0,0,0,0,
PW,2021-09-14,0,0,5,0,
GA,2020-06-13,1043,28,56017,28,
UT,2021-08-31,1218,6,464422,6,56.3
MA,2021-04-24,1563,10,681570,10,52.3
PW,2021-07-29,0,0,2,0,
KS,2021-07-10,224,3,320661,3,49.8
PR,2020-09-28,198,11,25147,11,
GA,2020-12-23,7773,56,608290,56,0.0
WV,2021-02-17,288,9,128405,9,14.1
KS,2021-08-06,1089,13,339527,13,54.2
AR,2021-01-02,2000,18,231442,18,0.0
HI,2022-03-05,0,0,231222,0,86.4
KS,2022-02-07,4027,9,748520,9,72.8
GA,2020-03-24,182,7,1259,7,
UT,2021-07-12,414,2,420214,2,49.5
MA,2020-05-19,873,75,87925,75,
WV,2021-09-28,340,10,237002,10,48.1
PW,2021-08-01,0,0,2,0,
TX,2020-05-16,1801,31,46999,31,
AR,2020-05-04,38,4,3469,4,
AS,2021-04-23,0,0,0,0,37.5
CO,2022-03-01,499,22,1334198,22,78.4
MA,2021-08-30,1435,4,758094,4,75.3
MP,2021-02-17,1,0,135,0,15.9
UT,2021-01-21,2161,30,330469,30,0.0
AK,2021-08-10,239,1,75295,1,52.2
CO,2021-05-23,605,2,547042,2,52.6
NYC,2020-09-22,184,5,243396,5,
TX,2021-12-06,3874,3,4346792,3,64.7
TX,2022-01-04,53553,60,4798692,60,67.2
AK,2021-02-26,102,0,56052,0,22.1
AS,2020-12-03,0,0,3,0,
UT,2020-06-23,525,3,18660,3,
UT,2021-05-21,300,10,403984,10,43.8
KS,2021-06-03,166,0,314689,0,46.9
TX,2021-08-22,11832,66,3445183,66,55.8
NYC,2021-09-04,1499,11,1042123,11,
TX,2021-06-05,1979,18,2952601,18,44.9
MP,2021-12-08,0,0,1182,0,79.8
OK,2021-05-29,139,1,453094,1,41.4
MA,2020-08-11,296,14,112969,14,
HI,2021-05-17,67,0,34247,0,62.2
KS,2020-05-06,276,7,5734,7,
AK,2021-05-16,43,0,66769,0,43.8
NYC,2021-07-28,1467,6,973129,6,
KS,2021-01-13,4539,100,252041,100,0.0
AR,2021-07-30,2544,13,385113,13,46.6
HI,2021-11-11,128,3,82710,3,80.0
KS,2021-12-13,3245,45,489354,45,67.7
KS,2020-03-21,11,1,55,1,
FL,2020-07-14,9889,155,294543,155,
AR,2020-05-19,110,2,4923,2,
HI,2021-12-02,120,1,84968,1,82.4
HI,2021-07-29,232,2,39624,2,71.3
AK,2022-03-17,0,0,236471,0,69.0
OK,2020-10-27,1441,14,127783,14,
MA,2020-06-18,199,23,101853,23,
MP,2020-07-11,0,0,31,0,
GA,2020-02-29,2,0,2,0,
TX,2021-08-14,26454,117,3318801,117,54.4
WV,2021-08-13,430,3,172277,3,46.4
WV,2020-04-18,50,2,825,2,
OK,2020-10-31,1770,24,133945,24,
